case_type,pending_days,evidence_pages,witness_count,priority_level,judge_load,delay_risk
Corporate,864,592,25,Critical,66,0
Criminal,235,1226,18,Medium,80,0
Tax,2863,4924,45,High,92,0
Tax,184,4994,34,High,25,0
Tax,1744,3100,29,Low,106,0
Property,1562,2480,45,High,45,0
Civil,1625,1761,24,Low,54,0
Property,2075,4025,3,Low,19,0
Family,2860,4945,15,Medium,72,0
Property,1520,2633,3,Medium,52,0
Family,2662,1735,31,High,60,0
Family,737,1589,10,Low,88,0
Civil,1964,696,38,Medium,116,0
Criminal,208,1853,22,Critical,12,0
Civil,1101,2533,14,High,75,0
Tax,1125,820,9,High,116,0
Tax,142,1161,18,Critical,115,0
Property,786,3072,8,Critical,44,0
Family,926,2051,38,Critical,100,0
Corporate,1956,1528,15,Medium,78,0
Corporate,2898,1130,46,Critical,88,0
Family,188,4349,15,High,45,0
Civil,815,932,6,Medium,58,0
Criminal,1833,1075,12,Low,106,0
Civil,1869,4209,42,Critical,10,0
Family,2328,1770,19,High,85,0
Family,1572,3191,40,Critical,51,0
Criminal,142,4173,5,Low,50,0
Property,288,3032,27,Medium,82,0
Property,2184,3448,10,Low,66,0
Criminal,604,3582,43,Medium,29,0
Property,1411,376,46,High,103,0
Corporate,1836,4411,14,High,23,0
Property,1252,4640,34,High,96,0
Property,2504,1637,49,Low,102,0
Property,1531,1643,15,Critical,115,0
Corporate,888,1685,29,Critical,108,0
Property,2995,3219,26,Low,61,0
Tax,1626,4516,27,Critical,100,0
Corporate,1591,1615,3,Low,63,0
Criminal,2704,2009,3,Critical,58,0
Civil,2552,2806,35,Medium,100,0
Criminal,2629,548,35,High,39,0
Civil,2421,2624,6,Critical,12,0
Criminal,2705,3215,14,Low,21,0
Tax,2213,2427,26,Medium,40,0
Civil,306,83,3,Critical,46,0
Civil,2042,3980,33,Critical,36,0
Family,2108,2832,42,Low,33,0
Civil,276,2841,13,Medium,50,0
Civil,440,4047,29,High,113,0
Family,2104,121,9,Low,73,0
Property,102,3368,32,Critical,20,0
Property,1150,3318,22,High,100,0
Family,702,3114,22,Critical,82,0
Corporate,1399,2911,34,Low,25,0
Civil,2553,3155,10,Medium,23,0
Civil,1353,1200,25,High,56,0
Family,316,2906,12,Low,39,0
Family,1938,2748,3,Low,119,0
Corporate,241,2712,19,High,33,0
Tax,430,418,33,Medium,115,0
Property,684,424,47,Critical,22,0
Criminal,527,2893,26,High,106,0
Tax,2925,3288,13,Low,18,0
Property,1381,2714,7,High,58,0
Civil,127,2102,34,High,35,0
Tax,2443,2487,22,Medium,58,0
Family,492,4492,20,Medium,51,0
Corporate,2105,4335,43,Critical,54,0
Property,2790,1941,23,High,86,0
Corporate,302,3979,48,Medium,30,0
Property,2903,1560,14,Medium,38,0
Tax,1180,2409,30,Low,101,0
Civil,2279,4868,23,Medium,33,0
Criminal,2527,2483,47,High,86,0
Corporate,1141,3388,19,High,51,0
Corporate,48,3005,39,Low,93,0
Criminal,1646,699,41,Low,112,0
Corporate,1511,767,36,Low,80,0
Corporate,2388,2873,6,High,50,0
Property,441,1341,23,High,57,0
Property,771,3768,10,Critical,88,0
Criminal,2701,4170,35,Medium,98,0
Civil,2809,4809,21,Low,108,0
Tax,2712,553,32,Medium,86,0
Tax,2575,1838,30,Medium,52,0
Corporate,2321,4220,33,Critical,17,0
Civil,2767,2361,6,High,94,0
Criminal,2654,2442,5,Medium,72,0
Criminal,1433,4565,15,Low,72,0
Property,544,1488,43,Low,15,0
Corporate,236,4927,25,High,83,0
Family,977,4505,13,High,61,0
Criminal,2471,1255,6,High,114,0
Corporate,1858,2734,37,Low,30,0
Civil,2795,1728,2,High,23,0
Property,2028,1165,17,Critical,118,0
Tax,2279,1495,24,Critical,67,0
Civil,2197,3943,12,Low,106,0
Criminal,1702,2941,44,Critical,34,0
Criminal,1860,1875,14,Medium,65,0
Civil,2466,3244,7,High,92,0
Criminal,1590,3984,26,Critical,18,0
Corporate,1877,3399,32,High,110,0
Criminal,2311,4958,29,Critical,109,0
Property,1686,1624,46,High,45,0
Corporate,631,3299,39,Low,66,0
Family,1373,571,9,Medium,88,0
Criminal,741,2024,14,High,14,0
Criminal,1011,1856,17,Medium,90,0
Property,1233,1144,49,High,103,0
Property,2934,1402,25,Low,16,0
Tax,1421,1790,30,Medium,15,0
Civil,2153,3883,45,Critical,88,0
Civil,2726,3420,29,Medium,61,0
Civil,2727,54,29,High,119,0
Property,2573,2224,18,Medium,83,0
Civil,859,3364,31,Low,79,0
Civil,2560,3034,19,Medium,115,0
Family,2696,4511,17,Medium,64,0
Civil,579,4322,6,Medium,114,0
Criminal,675,1800,12,Critical,86,0
Tax,1274,1648,38,Medium,23,0
Property,2579,1349,3,High,10,0
Corporate,875,1579,47,High,106,0
Tax,2130,824,35,Medium,92,0
Family,479,2529,47,Medium,82,0
Property,2139,4367,33,Critical,46,0
Property,73,1310,29,Low,58,0
Criminal,2897,4324,3,High,21,0
Tax,1611,2606,5,Critical,14,0
Tax,688,4950,14,High,79,0
Civil,757,2570,36,High,20,0
Criminal,2929,975,28,Medium,62,0
Civil,2124,4629,41,High,111,0
Civil,2897,599,32,Low,64,0
Property,1077,1957,18,Low,83,0
Tax,1710,2017,42,Low,88,0
Civil,2166,1685,40,Critical,59,0
Family,1227,2150,13,Low,62,0
Family,1172,3760,2,Low,112,0
Tax,2812,2520,25,High,64,0
Family,1721,1662,20,Critical,101,0
Property,2255,4732,7,Medium,12,0
Criminal,1885,1517,11,Critical,25,0
Corporate,1977,4622,5,Critical,54,0
Civil,1395,3224,29,Medium,90,0
Corporate,2978,641,18,Medium,45,0
Criminal,467,3164,8,Medium,28,0
Criminal,1481,1971,27,High,13,0
Property,455,1479,42,High,68,0
Family,997,312,2,High,98,0
Family,1434,674,35,Low,100,0
Criminal,515,3004,26,Medium,21,0
Property,1785,3863,23,High,72,0
Property,2537,2824,5,High,65,0
Tax,2998,2734,16,Critical,36,0
Civil,1609,1641,42,High,77,0
Family,2825,4034,11,Medium,33,0
Criminal,1926,3273,19,Medium,90,0
Tax,80,2866,16,Low,35,0
Corporate,2386,4900,32,Low,91,0
Family,1087,4882,12,Critical,31,0
Civil,1689,3525,2,Low,79,0
Property,1642,538,43,Medium,28,0
Criminal,1957,2705,22,Low,110,0
Family,2712,47,26,Low,43,0
Corporate,234,285,33,High,20,0
Civil,2817,1326,24,Medium,97,0
Civil,1123,4073,5,Critical,54,0
Tax,562,3474,21,Low,46,0
Family,2185,830,46,Low,32,0
Corporate,2953,4696,18,Critical,49,0
Civil,1294,3410,39,Critical,52,0
Criminal,280,630,5,Medium,13,0
Civil,164,4308,8,Critical,91,0
Corporate,1644,2294,21,Low,103,0
Property,2766,4566,47,Medium,24,0
Property,436,222,5,Medium,110,0
Tax,131,421,13,Critical,32,0
Family,1414,2047,19,Medium,21,0
Corporate,2770,3870,29,Low,77,0
Tax,1581,909,2,Low,77,0
Civil,1661,198,37,Low,61,0
Civil,1346,1999,26,Medium,50,0
Property,433,2530,29,Critical,114,0
Tax,843,2902,5,Low,87,0
Property,2932,4004,32,High,68,0
Criminal,1659,2064,38,Critical,67,0
Property,1056,3003,48,Medium,68,0
Criminal,1050,370,2,Low,81,0
Civil,2254,4302,5,Medium,32,0
Tax,1310,3438,47,Low,10,0
Criminal,2950,3850,33,Medium,65,0
Tax,2554,1987,35,High,84,0
Tax,2475,4424,19,Medium,100,0
Criminal,1549,2244,15,Medium,13,0
Family,249,4542,35,Medium,38,0
Property,2034,2807,8,Low,26,0
Criminal,202,4646,47,Critical,58,0
Civil,2813,4363,1,Medium,92,0
Tax,1443,4331,38,Critical,118,0
Corporate,531,4828,22,Low,60,0
Criminal,1842,457,17,Medium,58,0
Property,2838,2378,16,Low,33,0
Tax,2208,3874,45,Critical,53,0
Family,827,402,1,Low,119,0
Civil,2876,4236,3,Low,50,0
Family,959,426,6,Critical,66,0
Corporate,752,4360,3,Low,117,0
Criminal,2292,85,47,Critical,65,0
Tax,1363,3009,30,Critical,41,0
Criminal,1304,247,47,Medium,40,0
Property,517,4997,11,Medium,25,0
Criminal,1987,2204,27,Low,41,0
Civil,1247,2261,22,Low,117,0
Corporate,1494,4821,6,Low,51,0
Family,342,4773,38,High,43,0
Corporate,108,1532,41,High,108,0
Tax,2257,949,46,Medium,46,0
Criminal,704,4056,31,Critical,25,0
Tax,1767,2623,43,High,94,0
Family,43,1200,6,High,22,0
Tax,2936,1059,20,Critical,91,0
Property,2323,1121,47,Low,75,0
Corporate,2075,2119,41,Low,42,0
Family,1067,533,11,High,114,0
Family,2176,4859,2,High,91,0
Family,62,3152,31,Critical,101,0
Civil,1489,1852,38,Critical,110,0
Corporate,286,4658,26,High,44,0
Tax,63,2477,27,Critical,46,0
Family,2096,2222,46,Low,85,0
Corporate,1313,2700,46,Medium,49,0
Family,2666,2118,31,High,17,0
Property,1879,3186,24,Medium,63,0
Property,2214,1947,13,Critical,98,0
Property,388,4470,25,Medium,16,0
Criminal,783,3136,37,High,11,0
Family,1632,2907,41,Critical,106,0
Criminal,433,4363,25,Medium,65,0
Corporate,1255,4648,29,Low,106,0
Criminal,1429,3550,31,High,113,0
Corporate,2327,809,43,High,66,0
Corporate,2523,1320,39,High,58,0
Corporate,307,1967,2,High,96,0
Tax,141,2262,12,Critical,78,0
Criminal,2016,1114,5,Low,87,0
Tax,2823,1378,27,Low,17,0
Family,2765,3676,34,Medium,93,0
Criminal,421,327,14,High,72,0
Family,998,1470,7,High,91,0
Family,2220,2143,37,Medium,96,0
Corporate,1085,4902,36,Critical,102,0
Criminal,2258,2862,10,Low,80,0
Family,2656,1684,29,High,97,0
Property,2875,3968,16,Medium,55,0
Family,298,1414,38,Low,98,0
Property,2630,4092,21,Medium,87,0
Criminal,2710,3654,38,Medium,111,0
Tax,2059,234,41,Critical,76,0
Criminal,304,3092,33,Low,55,0
Tax,772,4074,29,High,87,0
Tax,115,4492,48,Low,76,0
Criminal,433,2479,17,Critical,51,0
Family,2269,3726,13,High,73,0
Civil,2075,3291,6,Low,82,0
Family,1084,1226,2,Critical,62,0
Family,2184,429,8,High,80,0
Corporate,1924,3489,32,High,99,0
Corporate,2699,235,36,Medium,16,0
Family,305,4867,9,Medium,16,0
Property,680,368,23,Critical,117,0
Tax,1651,3671,7,High,45,0
Corporate,2633,2898,31,Low,22,0
Family,1135,3685,21,High,76,0
Civil,1943,4769,1,Critical,29,0
Property,2644,3089,46,Low,82,0
Criminal,615,4014,2,High,62,0
Family,2962,3132,40,Low,95,0
Family,158,22,11,Medium,61,0
Tax,285,1137,37,Low,118,0
Property,260,1102,18,Medium,106,0
Corporate,1190,4522,44,Low,70,0
Corporate,2940,1537,24,Medium,96,0
Corporate,2432,4866,19,Critical,96,0
Criminal,1677,1915,5,Low,111,0
Property,2223,3599,29,High,99,0
Property,2077,2653,39,Critical,105,0
Corporate,289,2399,2,Critical,70,0
Corporate,2164,1032,17,Low,65,0
Tax,872,4284,45,Critical,101,0
Civil,2001,2843,11,Medium,103,0
Civil,294,868,37,Medium,49,0
Family,421,1724,13,Low,90,0
Family,2309,4113,29,Critical,72,0
Property,930,225,32,High,66,0
Property,617,1912,45,Low,91,0
Criminal,2524,540,40,Low,98,0
Criminal,1182,3596,43,Critical,13,0
Civil,1324,2371,8,Medium,35,0
Family,495,2154,10,Critical,104,0
Civil,1223,4858,25,High,71,0
Civil,2205,2495,11,High,85,0
Family,2002,4565,28,High,63,0
Criminal,1079,805,33,High,71,0
Tax,2650,4117,39,Low,27,0
Tax,2588,2810,26,High,19,0
Tax,517,2177,8,High,45,0
Family,2968,698,38,High,11,0
Corporate,2656,3548,26,Critical,69,0
Corporate,979,3579,32,Medium,98,0
Corporate,435,390,46,Medium,56,0
Property,1079,2957,28,Medium,82,0
Criminal,1136,741,7,High,41,0
Criminal,393,4420,35,Critical,78,0
Property,1420,943,2,Low,60,0
Civil,1113,855,22,Critical,76,0
Tax,580,2513,22,Low,90,0
Corporate,1688,2999,3,Critical,86,0
Tax,321,2345,46,Medium,76,0
Corporate,2866,3944,45,Medium,101,0
Tax,1990,2444,8,High,77,0
Civil,2893,4541,4,Medium,91,0
Tax,1847,3146,15,Medium,65,0
Tax,220,2396,44,Medium,108,0
Family,490,473,46,Critical,23,0
Tax,2741,3479,39,Medium,25,0
Family,1949,4879,12,Low,85,0
Criminal,2310,3521,29,High,84,0
Property,2551,3567,9,Critical,75,0
Tax,2735,1168,42,Low,42,0
Criminal,300,542,40,Critical,22,0
Family,1187,4597,20,Medium,39,0
Tax,200,141,34,Critical,35,0
Tax,1468,3638,26,Critical,91,0
Civil,57,4696,48,High,22,0
Criminal,165,3742,21,Critical,77,0
Corporate,2482,3103,23,Critical,42,0
Corporate,917,2192,18,High,24,0
Civil,1558,2726,24,Critical,26,0
Family,1294,4833,42,Critical,15,0
Corporate,885,3327,29,Low,14,0
Corporate,2521,3662,38,Low,42,0
Property,2511,2837,38,Critical,63,0
Criminal,1281,4521,13,Critical,25,0
Family,538,1504,32,Medium,55,0
Tax,1356,296,19,Low,33,0
Criminal,2111,1268,17,Medium,14,0
Family,1055,1144,2,Critical,76,0
Corporate,391,2921,18,Medium,108,0
Property,1248,1677,39,Medium,100,0
Criminal,635,1773,27,High,85,0
Corporate,1893,4622,14,High,59,0
Family,1361,3678,15,Critical,50,0
Criminal,1700,3422,8,Low,98,0
Tax,745,4352,9,Critical,64,0
Criminal,2327,771,21,Low,90,0
Corporate,2224,184,43,High,29,0
Criminal,377,1712,35,Low,101,0
Tax,1307,1976,14,Medium,59,0
Property,428,3880,27,Medium,44,0
Property,1387,2795,8,High,59,0
Corporate,1229,3309,35,Critical,88,0
Family,2202,1788,18,Low,42,0
Corporate,2840,2443,14,Critical,76,0
Property,2475,4546,8,Low,80,0
Civil,2208,3716,49,High,19,0
Civil,1615,802,8,Medium,114,0
Criminal,2682,3798,37,Medium,99,0
Tax,2969,974,44,Low,50,0
Criminal,851,2012,2,Critical,49,0
Civil,931,1679,17,High,15,0
Property,974,160,13,High,42,0
Criminal,2809,739,14,Critical,25,0
Corporate,1899,1670,41,Medium,33,0
Tax,363,3593,41,Critical,103,0
Corporate,1073,3494,9,Medium,69,0
Tax,2282,1035,27,Low,83,0
Property,384,4403,20,High,20,0
Criminal,1226,362,38,Low,53,0
Tax,1242,3203,12,Critical,95,0
Corporate,853,2721,42,Critical,12,0
Criminal,1055,995,22,Low,47,0
Criminal,1926,2603,37,Critical,49,0
Corporate,197,3140,39,Critical,96,0
Civil,2445,1843,31,Critical,118,0
Tax,565,4446,13,High,28,0
Corporate,1978,4480,1,High,49,0
Property,2657,30,38,Medium,62,0
Family,1649,4624,40,High,86,0
Corporate,979,2647,9,Low,45,0
Criminal,236,1488,39,Low,76,0
Criminal,573,1133,10,High,95,0
Corporate,158,641,29,Low,98,0
Family,1500,920,40,Critical,29,0
Corporate,2691,3767,30,High,37,0
Family,2112,4084,2,Medium,66,0
Family,2896,1491,18,Medium,12,0
Property,2276,3123,28,High,95,0
Tax,1866,346,47,Low,117,0
Criminal,106,93,32,High,46,0
Criminal,398,270,24,High,111,0
Family,2910,2517,38,Medium,27,0
Criminal,555,2422,14,Critical,93,0
Civil,378,4648,25,Critical,55,0
Family,535,315,25,High,14,0
Criminal,672,317,32,Medium,116,0
Civil,267,321,27,Medium,82,0
Property,1333,4627,32,High,102,0
Criminal,1630,604,31,High,90,0
Civil,1485,3644,24,High,85,0
Corporate,2215,1654,35,Critical,66,0
Tax,2689,72,30,High,35,0
Corporate,1703,2296,33,Medium,42,0
Civil,2757,2707,33,High,106,0
Family,1876,2864,46,Medium,45,0
Family,1884,4906,27,Medium,102,0
Criminal,2916,4610,33,Low,31,0
Corporate,384,4968,33,Medium,91,0
Family,2655,2738,4,Low,26,0
Family,2924,3955,30,High,53,0
Corporate,588,682,44,Low,61,0
Property,2926,27,15,Critical,97,0
Family,1947,3703,29,Critical,31,0
Tax,1284,3107,28,Critical,117,0
Civil,1711,4781,32,High,78,0
Criminal,1199,688,36,Medium,10,0
Family,1205,3184,30,Critical,92,0
Tax,1844,1305,42,Low,39,0
Tax,2217,3640,43,High,48,0
Family,692,180,38,High,88,0
Property,50,2418,42,Low,119,0
Civil,2141,3265,12,Low,44,0
Criminal,1271,37,3,High,78,0
Family,191,2553,15,High,79,0
Criminal,159,4466,48,Medium,98,0
Corporate,2658,2595,10,High,20,0
Tax,1980,4987,22,Low,60,0
Tax,254,2337,23,High,72,0
Family,1811,2938,11,High,95,0
Family,609,1073,16,Low,43,0
Corporate,1507,335,49,Medium,117,0
Property,136,4852,46,High,64,0
Family,2698,2231,16,Critical,87,0
Tax,869,339,14,Critical,82,0
Criminal,1194,4547,6,Low,29,0
Civil,2654,2735,42,Low,89,0
Criminal,1187,653,17,Low,67,0
Property,2276,1725,31,Critical,90,0
Civil,2587,4840,42,Low,26,0
Criminal,696,692,10,Critical,43,0
Criminal,2156,2299,46,Medium,115,0
Corporate,2001,3567,20,Low,84,0
Property,2971,490,49,High,108,0
Tax,541,3251,9,Medium,71,0
Corporate,279,2627,15,Critical,43,0
Civil,918,3352,39,Low,109,0
Tax,1053,2640,2,High,81,0
Corporate,628,4717,4,Critical,28,0
Property,782,1402,24,Medium,106,0
Family,629,4395,18,High,96,0
Family,2560,1205,11,Medium,75,0
Civil,2913,1930,37,Low,81,0
Family,2249,935,26,High,102,0
Corporate,2946,1637,8,Low,51,0
Civil,2094,1703,22,Critical,60,0
Tax,1788,2445,5,Critical,80,0
Property,1347,445,2,Medium,58,0
Civil,2471,1807,5,Low,38,0
Tax,1875,2604,35,Low,104,0
Civil,1272,4668,32,High,39,0
Criminal,263,188,44,Critical,108,0
Criminal,1443,534,19,Low,34,0
Civil,2325,3455,39,Low,77,0
Family,1955,4545,4,Low,116,0
Criminal,2129,2636,23,Critical,71,0
Property,2092,2397,46,Critical,47,0
Tax,470,710,19,Critical,26,0
Corporate,1165,3224,26,Medium,83,0
Criminal,2773,2524,26,Critical,10,0
Civil,36,372,7,Critical,27,0
Family,1616,1137,32,Critical,72,0
Corporate,855,1425,47,High,55,0
Tax,1298,3959,33,High,28,0
Tax,1340,4194,44,Low,59,0
Criminal,1657,697,26,High,105,0
Tax,1066,570,24,Medium,63,0
Tax,1199,839,23,Medium,40,0
Family,507,233,38,Low,106,0
Family,2708,1686,26,Low,95,0
Family,744,4784,45,Medium,74,0
Civil,1706,913,31,Medium,114,0
Tax,2192,4274,6,Medium,55,0
Tax,538,4096,45,Low,44,0
Tax,2134,3925,31,Medium,117,0
Property,411,2806,47,Low,58,0
Family,1210,2268,48,Medium,90,0
Corporate,1875,41,40,Medium,43,0
Criminal,1216,3333,45,High,38,0
Corporate,304,1281,45,Medium,15,0
Civil,1748,1192,12,Low,10,0
Civil,1130,4900,17,Medium,64,0
Tax,1890,2074,26,Critical,36,0
Corporate,2121,1912,3,High,21,0
Tax,747,2835,15,Medium,13,0
Property,347,4694,49,Medium,89,0
Civil,563,4604,38,Critical,61,0
Civil,1638,1807,24,Critical,20,0
Corporate,1806,2010,30,Critical,61,0
Civil,2314,4337,44,Critical,93,0
Property,2970,2480,36,Critical,35,0
Property,2594,2651,44,Critical,37,0
Property,1274,2288,27,Medium,115,0
Criminal,1363,2196,22,Low,81,0
Property,1230,896,2,Medium,75,0
Property,1824,3512,7,Medium,113,0
Criminal,2115,4278,16,Medium,99,0
Tax,2731,974,24,High,36,0
Family,1484,4139,30,Low,106,0
Civil,1963,4308,44,Low,64,0
Property,776,897,48,High,80,0
Civil,870,4505,46,Low,63,0
Corporate,2525,2564,1,High,55,0
Civil,1548,2196,27,Medium,45,0
Tax,2761,2620,9,Low,30,0
Criminal,2202,3127,7,Medium,58,0
Civil,1118,3548,5,Critical,43,0
Civil,822,2428,30,Medium,96,0
Civil,2861,4880,42,Low,43,0
Family,1297,1993,27,Medium,49,0
Family,1580,3968,10,Medium,16,0
Corporate,2303,1258,25,High,99,0
Criminal,2542,2354,18,Low,113,0
Civil,2720,787,7,Medium,61,0
Civil,322,2436,31,High,58,0
Civil,2798,3565,32,Low,90,0
Civil,1434,2329,45,Critical,104,0
Family,1678,4903,11,Medium,112,0
Tax,2833,4226,10,Medium,98,0
Tax,2243,4256,22,Medium,46,0
Corporate,2846,764,31,Medium,71,0
Property,1271,2602,41,Medium,24,0
Criminal,2948,4194,47,Critical,11,0
Tax,1105,1537,14,Critical,20,0
Civil,1427,2576,3,Low,105,0
Tax,1723,4181,24,Low,103,0
Corporate,2644,4003,14,High,26,0
Property,1067,1414,16,High,97,0
Tax,1393,306,28,High,54,0
Corporate,2679,3267,35,Critical,77,0
Family,1592,4238,40,Low,70,0
Property,1142,2622,2,Low,55,0
Corporate,2982,23,34,Critical,41,0
Tax,2118,431,18,Low,28,0
Family,1321,4365,7,Medium,76,0
Corporate,1191,3747,49,Low,13,0
Corporate,1059,1937,38,Low,34,0
Tax,271,1376,42,Medium,82,0
Property,191,177,7,High,30,0
Family,2769,1620,4,High,96,0
Civil,2886,2904,43,High,119,0
Criminal,1008,3509,16,Critical,102,0
Property,547,2402,49,Medium,103,0
Family,927,172,6,Medium,98,0
Corporate,812,1649,20,Critical,102,0
Family,2861,2816,31,Medium,107,0
Criminal,1209,2901,19,Low,23,0
Tax,114,3822,22,High,31,0
Criminal,1765,2825,21,Medium,57,0
Civil,1063,4100,18,Medium,60,0
Civil,167,3490,32,High,89,0
Criminal,783,1075,47,Critical,20,0
Property,2983,2599,34,High,68,0
Property,742,4168,27,Critical,23,0
Corporate,2233,2785,38,Critical,16,0
Civil,2485,1348,44,Low,78,0
Corporate,2864,4064,30,High,67,0
Civil,609,2412,33,Medium,49,0
Criminal,583,3173,27,Critical,102,0
Property,425,20,23,Low,90,0
Property,1967,186,43,High,103,0
Criminal,1716,3274,19,Critical,34,0
Corporate,1649,1905,31,Low,87,0
Corporate,1187,4388,4,Medium,51,0
Family,1362,919,19,Critical,95,0
Civil,1919,2268,38,Critical,53,0
Corporate,839,3283,40,Medium,14,0
Criminal,2619,3432,22,Medium,113,0
Corporate,199,3597,9,Medium,37,0
Property,2367,2207,31,Critical,85,0
Civil,769,1239,10,Low,109,0
Tax,1871,3152,10,Low,69,0
Family,2665,379,30,Medium,86,0
Civil,2812,2059,10,Low,30,0
Property,486,3957,36,Medium,105,0
Property,2778,3174,18,Medium,58,0
Property,1355,353,44,High,65,0
Property,2123,750,43,Low,66,0
Criminal,1631,1517,48,Critical,94,0
Family,1413,1437,19,High,70,0
Tax,1314,3783,43,Medium,110,0
Property,1176,1763,23,High,47,0
Property,260,4136,4,Medium,82,0
Corporate,2714,1993,12,Medium,110,0
Family,141,898,49,Medium,11,0
Civil,622,4292,24,Low,12,0
Family,2936,2904,13,Medium,52,0
Family,2468,3027,4,Medium,83,0
Tax,2469,2615,27,Low,44,0
Family,2405,2317,38,Low,82,0
Tax,1268,680,39,Medium,49,0
Property,1917,3164,8,Low,105,0
Property,2824,3182,26,Critical,94,0
Criminal,2444,4241,34,Critical,67,0
Tax,2159,4005,9,Medium,43,0
Tax,2883,1289,10,High,34,0
Civil,2899,4726,1,Low,115,0
Corporate,1129,1314,48,High,65,0
Family,1556,1029,8,Critical,41,0
Civil,1999,2111,10,Medium,119,0
Tax,981,1777,43,Critical,110,0
Civil,1532,1984,49,Low,31,0
Criminal,401,4663,25,Low,98,0
Corporate,2341,1211,31,Medium,74,0
Tax,139,1073,39,Low,118,0
Tax,2384,2861,3,Low,109,0
Family,1253,2424,39,Low,30,0
Corporate,255,3582,38,High,114,0
Criminal,2262,3724,35,Medium,89,0
Property,60,1842,8,Medium,105,0
Civil,643,1291,1,Medium,30,0
Family,1824,1739,5,Low,37,0
Tax,128,272,27,Low,28,0
Property,1392,2788,45,Low,23,0
Criminal,840,1579,26,Medium,96,0
Corporate,1850,756,43,High,33,0
Civil,2729,1948,26,Critical,29,0
Family,843,2210,11,Medium,41,0
Tax,1851,1022,34,Medium,113,0
Tax,1049,3005,41,High,83,0
Property,2165,1942,2,Critical,61,0
Property,1116,3772,21,Critical,74,0
Civil,951,4157,26,Low,104,0
Corporate,1440,3722,12,Critical,61,0
Criminal,1512,3212,9,Low,110,0
Corporate,2663,3854,41,Medium,67,0
Corporate,2895,4458,23,High,88,0
Corporate,1689,4447,42,Medium,113,0
Civil,1947,3547,5,Critical,104,0
Civil,826,360,9,Medium,101,0
Criminal,1987,2408,10,High,19,0
Corporate,1042,3507,49,High,79,0
Civil,2710,1720,10,Low,24,0
Criminal,375,1253,14,Medium,56,0
Tax,753,2590,36,High,100,0
Criminal,2978,2318,10,High,19,0
Corporate,1131,157,37,High,30,0
Family,1418,2818,41,High,28,0
Corporate,1067,2950,38,Critical,77,0
Family,165,3940,48,Medium,31,0
Criminal,1357,4202,22,Medium,72,0
Tax,2474,1853,23,Medium,47,0
Tax,821,2159,16,Critical,24,0
Civil,108,227,11,Critical,79,0
Tax,1808,2253,47,High,84,0
Property,734,1870,35,Critical,53,0
Criminal,1011,1707,48,Low,39,0
Civil,1471,2223,20,Critical,113,0
Tax,1295,2228,37,High,33,0
Criminal,1104,870,41,Medium,95,0
Corporate,773,2223,5,Critical,103,0
Tax,2461,3710,36,Medium,55,0
Family,404,3375,13,Medium,13,0
Criminal,1783,2629,17,Low,15,0
Civil,2283,243,26,Low,47,0
Corporate,2566,3794,44,Critical,35,0
Property,2021,1431,20,Medium,28,0
Corporate,2958,4412,39,High,11,0
Tax,1364,342,33,Medium,77,0
Family,2709,1531,30,Medium,78,0
Corporate,621,2106,16,Low,56,0
Property,1095,4620,7,Low,108,0
Civil,562,2307,30,Low,38,0
Criminal,2599,706,2,Low,73,0
Family,2902,2037,12,Critical,89,0
Property,1206,1488,43,Critical,118,0
Tax,1365,3943,40,Medium,21,0
Tax,1347,4855,1,Critical,94,0
Tax,627,1016,3,High,82,0
Family,142,2554,8,Medium,20,0
Corporate,1165,2832,26,Medium,17,0
Family,1228,642,40,High,69,0
Tax,1875,3844,11,Medium,35,0
Property,1355,2803,21,High,41,0
Criminal,2017,4413,5,Low,48,0
Criminal,1569,1095,40,Low,13,0
